unixtime,latitudine,longitudine,altitudine,precisione_orizzontale,precisione_verticale,geometry,delta_tempo,distanza_orizzontale,distanza_verticale,distanza_reale,pendenza,velocita,delta_velocita,accelerazione,pendenza_radianti,accelerazione_max,distanza_percorsa,time_from_start,stato,time_from_start_minuti,velocita_kmh,impianti
1734859746.0,46.505468,12.933564,1727.713844,4.6,10.7,POINT (1439757.7586222147 5861724.149755455),2.0,16.49765468270375,-1.1184329999998681,16.535522441254333,-3.87834451629838,8.267761220627166,-2.0570873083813304,-1.0285436541906652,-0.0676898813360736,-0.6635307574331721,1799.6283655778795,699.0,Discesa,11.65,29.7639403942578,Valvan-Cuel D'Ajar
1734859749.0,46.505544,12.933697,1723.769228,11.0,11.1,POINT (1439772.56411449 5861736.441586531),3.0,19.24296527880395,-3.9446159999999963,19.643108412588635,-11.584577937870627,6.547702804196212,-1.7200584164309545,-0.5733528054769849,-0.20218902746973755,-1.9699877507778,1812.8791863306724,702.0,Discesa,11.7,23.571730095106364,Valvan-Cuel D'Ajar
1734859752.0,46.50564,12.933824,1720.743137,10.8,11.1,POINT (1439786.7016898207 5861751.968134559),3.0,20.998684003912143,-3.0260910000001786,21.21560644045882,-8.200359281846403,7.071868813486273,0.5241660092900613,0.1747220030966871,-0.1431232693146974,-1.3992507257954085,1827.3325923242955,705.0,Discesa,11.75,25.458727728550585,Valvan-Cuel D'Ajar
1734859755.0,46.505742,12.933846,1718.988952,4.0,10.9,POINT (1439789.1507186184 5861768.465121881),3.0,16.677779611371907,-1.7541850000000068,16.76977930026861,-6.0043483782305245,5.58992643342287,-1.481942380063403,-0.4939807933544677,-0.10479564863690446,-1.0261646585727238,1838.796083807256,708.0,Discesa,11.8,20.123735160322333,Valvan-Cuel D'Ajar
1734859758.0,46.50585,12.933882,1716.328441,5.6,10.8,POINT (1439793.1582202867 5861785.932553963),3.0,17.921251439287985,-2.660510999999815,18.11765911842095,-8.444208327928832,6.039219706140316,0.4492932727174459,0.14976442423914862,-0.14737923804668318,-1.4405620913499622,1851.1153736886895,711.0,Discesa,11.85,21.74119094210514,Valvan-Cuel D'Ajar
1734859761.0,46.505946,12.933946,1711.701228,6.0,10.8,POINT (1439800.2826676976 5861801.45918939),3.0,17.083154234358844,-4.627213000000211,17.698736077535692,-15.155709756289722,5.899578692511898,-0.13964101362841852,-0.04654700454280617,-0.264517035723883,-2.5647571290481905,1862.8631744855256,714.0,Discesa,11.9,21.238483293042833,Valvan-Cuel D'Ajar
1734859764.0,46.50604,12.933984,1710.433803,6.6,11.2,POINT (1439804.5128083478 5861816.662379814),3.0,15.7807189000782,-1.267425000000003,15.83153356860637,-4.591841802925159,5.277177856202123,-0.6224008363097742,-0.2074669454365914,-0.0801427581917566,-0.7853591186298783,1873.7117545678448,717.0,Discesa,11.95,18.997840282327644,Valvan-Cuel D'Ajar
1734859771.0,46.506033,12.934122,1707.652932,5.5,11.2,POINT (1439819.8748980772 5861815.530226432),7.0,15.403751885036563,-2.7808709999999337,15.652757445715695,-10.233498848310626,2.2361082065308135,-3.04106964967131,-0.4344385213816157,-0.17860824890206817,-1.7428459237682903,1884.332363511701,724.0,Discesa,12.066666666666666,8.049989543510929,Valvan-Cuel D'Ajar
1734859776.0,46.506014,12.93428,1703.696172,4.3,10.8,POINT (1439837.4633776224 5861812.457239408),5.0,17.854911424031428,-3.956760000000031,18.288078402544325,-12.495171653270297,3.657615680508865,1.4215074739780516,0.2843014947956103,-0.21808188595143,-2.1224655070704457,1896.6420582100923,729.0,Discesa,12.15,13.167416449831915,Valvan-Cuel D'Ajar
1734859778.0,46.505932,12.934351,1701.740153,4.3,10.6,POINT (1439845.3670614688 5861799.194886683),2.0,15.438854172457312,-1.9560189999999693,15.562269387424298,-7.220594350809193,7.781134693712149,4.123519013203284,2.061759506601642,-0.1260231453725229,-1.2330172362589837,1907.2620757458049,731.0,Discesa,12.183333333333334,28.012084897363735,Valvan-Cuel D'Ajar
